OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2024-10-01,111,East,21268.0,17809.0,16:30:00,16:30:30,16:30:30,0,2097,Mountlake Terrace Station Bay 1,1.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:31:47,16:31:47,1,322,236th St SW & 58th Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:33:03,16:33:03,2,321,236th St SW & 56th Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:33:19,16:33:19,3,320,236th St SW & 54th Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:33:40,16:33:40,4,319,236th St SW & 52nd Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:33:53,16:33:53,5,324,236th St SW & 50th Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:35:02,16:35:02,6,675,48th Ave W & 233rd St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,16:34:00,16:35:53,16:35:53,7,2771,48th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:36:18,16:36:18,8,2763,228th St SW & 45th Pl W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:37:06,16:37:06,9,312,228th St SW & 42nd Pl W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:37:23,16:37:23,10,310,228th St SW & 39th Pl W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:37:57,16:37:57,11,309,228th St SW & 228th Pl SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:38:21,16:38:21,12,305,228th St SW & 35th Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:38:42,16:38:42,13,304,228th St SW & 32nd Ave W,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:39:29,16:39:29,14,2188,Brier Rd & 228th St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:39:43,16:39:43,15,1316,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:40:19,16:40:19,16,2775,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:41:03,16:41:03,17,2776,236th St SW & Brier Rd,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:42:23,16:42:23,18,603,29th Ave W & 232nd St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,,16:42:43,16:42:43,19,604,29th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,East,21268.0,17809.0,16:44:00,16:43:29,16:43:29,20,1687,228th St SW & 29th Ave W,0.0,1.0
2024-10-01,111,East,21269.0,16802.0,17:30:00,17:30:11,17:30:11,0,2097,Mountlake Terrace Station Bay 1,2.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:32:49,17:32:49,1,322,236th St SW & 58th Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:33:58,17:33:58,2,321,236th St SW & 56th Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:34:12,17:34:12,3,320,236th St SW & 54th Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:34:32,17:34:32,4,319,236th St SW & 52nd Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:34:46,17:34:46,5,324,236th St SW & 50th Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:35:52,17:35:52,6,675,48th Ave W & 233rd St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,17:34:00,17:36:40,17:36:40,7,2771,48th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:37:08,17:37:08,8,2763,228th St SW & 45th Pl W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:37:59,17:38:12,9,312,228th St SW & 42nd Pl W,0.0,2.0
2024-10-01,111,East,21269.0,16802.0,,17:38:37,17:38:37,10,310,228th St SW & 39th Pl W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:39:14,17:39:14,11,309,228th St SW & 228th Pl SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:39:37,17:39:37,12,305,228th St SW & 35th Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:39:58,17:39:58,13,304,228th St SW & 32nd Ave W,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:40:33,17:40:33,14,2188,Brier Rd & 228th St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:40:45,17:40:45,15,1316,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:41:12,17:41:12,16,2775,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:41:45,17:41:45,17,2776,236th St SW & Brier Rd,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:43:04,17:43:04,18,603,29th Ave W & 232nd St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,,17:43:22,17:43:22,19,604,29th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,East,21269.0,16802.0,17:44:00,17:44:09,17:44:09,20,1687,228th St SW & 29th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,06:18:00,06:16:57,06:16:57,0,2188,Brier Rd & 228th St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:17:11,06:17:11,1,1316,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:17:45,06:17:45,2,2775,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:18:18,06:18:18,3,2776,236th St SW & Brier Rd,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:19:22,06:19:22,4,603,29th Ave W & 232nd St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:19:37,06:19:37,5,604,29th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:20:16,06:20:30,6,1687,228th St SW & 29th Ave W,1.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:21:10,06:21:10,7,1681,228th St SW & 32nd Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:21:24,06:21:24,8,1685,228th St SW & 35th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:22:12,06:22:12,9,1682,228th St SW & 39th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:22:30,06:22:30,10,1683,228th St SW & 42nd Pl W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:23:04,06:23:15,11,2774,228th St SW & 46th Ave W,1.0,0.0
2024-10-01,111,West,21270.0,17110.0,06:24:00,06:23:51,06:23:51,12,1160,48th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:24:22,06:24:22,13,1161,48th Ave W & 233rd St SW,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:25:01,06:25:01,14,1695,236th St SW & 48th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:25:13,06:25:13,15,1696,236th St SW & 50th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:25:28,06:25:28,16,1697,236th St SW & 52nd Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:25:42,06:25:42,17,1698,236th St SW & 54th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:26:00,06:26:00,18,1699,236th St SW & 56th Ave W,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,,06:26:25,06:26:25,19,2644,236th St SW & Van Ry Blvd,0.0,0.0
2024-10-01,111,West,21270.0,17110.0,06:30:00,06:27:10,06:27:10,20,2097,Mountlake Terrace Station Bay 1,0.0,2.0
2024-10-01,111,West,21271.0,17110.0,06:48:00,06:46:36,06:46:36,0,2188,Brier Rd & 228th St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:46:51,06:46:51,1,1316,Brier Rd & 232nd St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:47:25,06:47:36,2,2775,Brier Rd & 232nd St SW,2.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:48:07,06:48:07,3,2776,236th St SW & Brier Rd,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:49:12,06:49:12,4,603,29th Ave W & 232nd St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:49:26,06:49:26,5,604,29th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:49:53,06:49:53,6,1687,228th St SW & 29th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:50:29,06:50:29,7,1681,228th St SW & 32nd Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:50:42,06:50:42,8,1685,228th St SW & 35th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:51:31,06:51:31,9,1682,228th St SW & 39th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:51:48,06:51:48,10,1683,228th St SW & 42nd Pl W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:52:28,06:52:28,11,2774,228th St SW & 46th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,06:54:00,06:52:58,06:52:58,12,1160,48th Ave W & 228th St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:53:25,06:53:25,13,1161,48th Ave W & 233rd St SW,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:54:01,06:54:01,14,1695,236th St SW & 48th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:54:13,06:54:13,15,1696,236th St SW & 50th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:54:28,06:54:28,16,1697,236th St SW & 52nd Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:54:42,06:54:42,17,1698,236th St SW & 54th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:55:00,06:55:00,18,1699,236th St SW & 56th Ave W,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,,06:55:23,06:55:23,19,2644,236th St SW & Van Ry Blvd,0.0,0.0
2024-10-01,111,West,21271.0,17110.0,07:00:00,06:55:39,06:55:39,20,2097,Mountlake Terrace Station Bay 1,0.0,2.0
2024-10-02,111,East,21268.0,19801.0,16:30:00,16:30:05,16:30:05,0,2097,Mountlake Terrace Station Bay 1,1.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:31:58,16:31:58,1,322,236th St SW & 58th Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:33:14,16:33:14,2,321,236th St SW & 56th Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:33:26,16:33:26,3,320,236th St SW & 54th Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:33:41,16:33:41,4,319,236th St SW & 52nd Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:33:52,16:33:52,5,324,236th St SW & 50th Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:34:49,16:34:49,6,675,48th Ave W & 233rd St SW,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,16:34:00,16:35:33,16:35:33,7,2771,48th Ave W & 228th St SW,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:35:58,16:35:58,8,2763,228th St SW & 45th Pl W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:37:53,16:38:04,9,312,228th St SW & 42nd Pl W,1.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:38:27,16:38:27,10,310,228th St SW & 39th Pl W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:39:03,16:39:03,11,309,228th St SW & 228th Pl SW,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:39:25,16:39:25,12,305,228th St SW & 35th Ave W,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:39:51,16:40:01,13,304,228th St SW & 32nd Ave W,0.0,2.0
2024-10-02,111,East,21268.0,19801.0,,16:40:40,16:40:40,14,2188,Brier Rd & 228th St SW,0.0,0.0
2024-10-02,111,East,21268.0,19801.0,,16:40:53,16:40:53,15,1316,Brier Rd & 232nd St SW,0.0,0.0
