serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
2410,513,O,2543,Lynnwood City Center Station Bay D4,0,PM,6.728,0.000,6.728,53.826,0.000
2410,513,O,2163,Ash Way Park & Ride Bay 4,1,PM,0.339,4.749,2.355,2.696,37.783
2410,513,O,2144,Eastmont Park & Ride Bay 1,2,PM,0.146,0.854,1.610,1.043,6.087
2410,513,O,1765,W Casino Rd & Evergreen Way,3,PM,0.031,1.175,0.456,0.217,8.174
2410,513,O,3190,Seaway Transit Center Bay 11,4,PM,0.000,0.441,0.012,0.000,3.087
2410,513,O,2144,Eastmont Park & Ride Bay 1,2,XEV,0.000,0.737,1.947,0.000,0.609
2410,513,O,1765,W Casino Rd & Evergreen Way,3,XEV,0.043,1.783,0.217,0.043,1.783
2410,513,O,3190,Seaway Transit Center Bay 11,4,XEV,0.000,0.217,0.000,0.000,0.217
2410,513,I,3190,Seaway Transit Center Bay 11,0,AM,0.214,0.000,0.214,1.696,0.000
2410,513,I,394,W Casino Rd & Evergreen Way,1,AM,1.138,0.022,1.326,8.957,0.174
2410,513,I,2144,Eastmont Park & Ride Bay 1,2,AM,0.566,0.022,1.868,4.478,0.174
2410,513,I,2164,Ash Way Park & Ride Bay 1,3,AM,3.792,0.315,5.337,29.348,2.435
2410,513,I,2114,Lynnwood City Center Station Bay D2,4,AM,0.000,5.365,0.000,0.000,37.087
2410,513,I,2164,Ash Way Park & Ride Bay 1,3,MID,7.500,0.000,9.750,1.304,0.000
2410,513,I,2114,Lynnwood City Center Station Bay D2,4,MID,0.043,5.957,0.000,0.043,5.957
