OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2024-10-01,119,North,21468.0,17122.0,05:45:00,05:45:22,05:45:22,0,2097,Mountlake Terrace Station Bay 1,2.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:46:49,05:46:49,1,322,236th St SW & 58th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:47:34,05:47:34,2,726,56th Ave W & 235th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:48:21,05:48:21,3,720,56th Ave W & 232nd St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:49:28,05:49:28,4,1689,230th St SW & 60th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:50:42,05:50:42,5,741,66th Ave W & 228th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:51:02,05:51:02,6,742,66th Ave W & 226th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:51:12,05:51:12,7,740,66th Ave W & 224th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:51:34,05:51:55,8,739,66th Ave W & 222nd St SW,1.0,2.0
2024-10-01,119,North,21468.0,17122.0,,05:53:12,05:53:12,9,1667,220th St SW & 70th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,05:53:00,05:53:49,05:53:49,10,1675,220th St SW & Hwy 99,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:54:28,05:54:28,11,769,76th Ave W & 219th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:54:50,05:54:50,12,764,76th Ave W & 216th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:56:16,05:56:16,13,768,76th Ave W & 212th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:57:04,05:57:04,14,774,76th Ave W & 206th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:57:22,05:57:22,15,767,76th Ave W & 204th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:57:48,05:57:48,16,773,76th Ave W & 200th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:58:03,05:58:03,17,766,76th Ave W & 198th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,05:57:00,05:58:49,05:58:49,18,2933,76th Ave W & 196th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,05:59:26,05:59:26,19,2934,76th Ave W & 190th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:00:19,06:00:19,20,2935,76th Ave W & Olympic View Dr,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:01:07,06:01:07,21,2927,Olympic View Dr & 73rd Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:01:37,06:01:37,22,2926,Olympic View Dr & 181st Pl W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:02:14,06:02:14,23,2925,Olympic View Dr & 180th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:03:07,06:03:07,24,940,Olympic View Dr & 172nd St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:03:28,06:03:28,25,934,Olympic View Dr & 170th Pl SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,06:02:00,06:04:09,06:04:09,26,204,168th St SW & 60th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:05:23,06:05:23,27,202,168th St SW & 52nd Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:06:12,06:06:12,28,705,52nd Ave W & 168th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:06:45,06:07:00,29,704,52nd Ave W & 164th St SW,1.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:07:33,06:07:33,30,703,52nd Ave W & 160th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:08:12,06:08:12,31,2733,52nd Ave W & 154th St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:08:35,06:08:35,32,701,52nd Ave W & 152nd St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:09:16,06:09:16,33,180,148th St SW & 52nd Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:09:51,06:09:51,34,179,148th St SW & 48th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:10:38,06:10:55,35,2641,148th St SW & 40th Ave W,1.0,0.0
2024-10-01,119,North,21468.0,17122.0,06:08:00,06:11:18,06:11:18,36,181,148th St SW & Hwy 99,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:13:28,06:13:28,37,2442,148th St SW & 35th Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:13:46,06:13:46,38,2697,148th St SW & Hwy 525,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:14:17,06:14:28,39,2444,148th St SW & 29th Ave W,1.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:15:16,06:15:16,40,2446,148th St SW & Manor Way,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:15:56,06:16:08,41,2610,148th St SW & 22nd Ave W,1.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:16:51,06:16:51,42,2448,Jefferson Way & 21st Ave W,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:17:46,06:17:46,43,2451,18th Ave W & 152nd St SW,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:18:14,06:18:14,44,2453,18th Ave W & Oak Rd,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,,06:18:31,06:18:31,45,2455,18th Ave W & Ash Way,0.0,0.0
2024-10-01,119,North,21468.0,17122.0,06:18:00,06:30:00,06:30:00,46,2981,Ash Way Park & Ride,0.0,5.0
2024-10-01,119,North,21469.0,19105.0,06:15:00,06:15:24,06:15:24,0,2097,Mountlake Terrace Station Bay 1,1.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:16:53,06:16:53,1,322,236th St SW & 58th Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:17:48,06:17:48,2,726,56th Ave W & 235th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:18:16,06:18:16,3,720,56th Ave W & 232nd St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:19:18,06:19:18,4,1689,230th St SW & 60th Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:20:25,06:20:25,5,741,66th Ave W & 228th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:20:49,06:20:49,6,742,66th Ave W & 226th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:21:03,06:21:03,7,740,66th Ave W & 224th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:21:28,06:21:39,8,739,66th Ave W & 222nd St SW,1.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:22:54,06:22:54,9,1667,220th St SW & 70th Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,06:23:00,06:24:36,06:24:36,10,1675,220th St SW & Hwy 99,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:25:07,06:25:07,11,769,76th Ave W & 219th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:25:32,06:25:32,12,764,76th Ave W & 216th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:26:07,06:26:07,13,768,76th Ave W & 212th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:27:05,06:27:05,14,774,76th Ave W & 206th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:27:20,06:27:20,15,767,76th Ave W & 204th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:27:47,06:27:47,16,773,76th Ave W & 200th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:28:14,06:28:22,17,766,76th Ave W & 198th St SW,0.0,1.0
2024-10-01,119,North,21469.0,19105.0,06:27:00,06:29:03,06:29:03,18,2933,76th Ave W & 196th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:29:38,06:29:38,19,2934,76th Ave W & 190th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:30:23,06:30:23,20,2935,76th Ave W & Olympic View Dr,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:31:16,06:31:24,21,2927,Olympic View Dr & 73rd Ave W,1.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:32:00,06:32:00,22,2926,Olympic View Dr & 181st Pl W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:32:40,06:32:40,23,2925,Olympic View Dr & 180th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:33:46,06:33:46,24,940,Olympic View Dr & 172nd St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:34:12,06:34:12,25,934,Olympic View Dr & 170th Pl SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,06:32:00,06:35:11,06:35:22,26,204,168th St SW & 60th Ave W,0.0,1.0
2024-10-01,119,North,21469.0,19105.0,,06:36:47,06:36:47,27,202,168th St SW & 52nd Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:37:26,06:37:26,28,705,52nd Ave W & 168th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:37:55,06:37:55,29,704,52nd Ave W & 164th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:38:30,06:38:45,30,703,52nd Ave W & 160th St SW,1.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:39:21,06:39:21,31,2733,52nd Ave W & 154th St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:39:44,06:39:44,32,701,52nd Ave W & 152nd St SW,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:40:22,06:40:22,33,180,148th St SW & 52nd Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:40:52,06:40:52,34,179,148th St SW & 48th Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:41:50,06:41:50,35,2641,148th St SW & 40th Ave W,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,06:38:00,06:42:06,06:42:06,36,181,148th St SW & Hwy 99,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:44:41,06:44:52,37,2442,148th St SW & 35th Ave W,1.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:45:13,06:45:13,38,2697,148th St SW & Hwy 525,0.0,0.0
2024-10-01,119,North,21469.0,19105.0,,06:45:35,06:45:35,39,2444,148th St SW & 29th Ave W,0.0,0.0
