serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
222,120,I,52303,Burien Transit Center - Bay 3,1,AM,2.9,0,3.7,85.5,0.3
222,120,I,51401,SW 148th St & 6th Ave SW,2,AM,0.4,0,3.8,10.5,0.5
222,120,I,51403,Ambaum Blvd SW & SW 148th St,3,AM,0.4,0.1,4.3,11.7,2.4
222,120,I,51450,Ambaum Blvd SW & SW 144th St,4,AM,0.4,0.2,4.4,9.9,4.6
222,120,I,51470,Ambaum Blvd SW & SW 139th St,5,AM,1,0.1,5.3,27,3.4
222,120,I,51480,Ambaum Blvd SW & SW 136th St,6,AM,0.9,0.1,6.1,25,4.1
222,120,I,51500,Ambaum Blvd SW & SW 132nd St,7,AM,0.9,0.2,6.8,25.4,4.3
222,120,I,51520,Ambaum Blvd SW & SW 128th St,8,AM,0.7,0.2,7.2,20.3,5.1
222,120,I,51540,Ambaum Blvd SW & SW 124th St,9,AM,1.5,0.2,8.5,43.4,5.5
222,120,I,51550,Ambaum Blvd SW & SW 122nd St,10,AM,0.5,0.1,8.8,13.8,3
222,120,I,51580,Ambaum Blvd SW & SW 116th St,11,AM,0.4,0.1,9.2,10.5,2.5
222,120,I,51600,16th Ave SW & SW 112th St,12,AM,0.6,0.1,9.7,16,3.2
222,120,I,51610,16th Ave SW & SW 110th St,13,AM,1.1,0.2,10.6,30.7,5.3
222,120,I,51615,15th Ave SW & SW 107th St,14,AM,0.5,0.2,10.8,14.7,6.3
222,120,I,51640,15th Ave SW & SW 104th St,15,AM,1.2,0.2,11.9,33.9,4.9
222,120,I,51660,15th Ave SW & SW 100th St,16,AM,0.7,0.3,12.2,18.3,9.5
222,120,I,39431,15th Ave SW & SW Roxbury St - Bay 2,17,AM,0.4,0.8,11.8,11.2,22.3
222,120,I,22255,SW Roxbury St & 16th Ave SW - Bay 6,18,AM,0.4,0.1,12.2,11.8,3.7
222,120,I,22256,SW Roxbury St & 20th Ave SW,19,AM,0.5,0.1,12.6,13.3,2.3
222,120,I,22259,SW Roxbury St & 26th Ave SW,20,AM,0.3,0.4,12.5,8.8,12.1
222,120,I,31731,26th Ave SW & SW Barton St - Bay 2,21,AM,0.9,0.9,12.5,25.6,24.2
222,120,I,31736,SW Barton Pl & 22nd Ave SW,22,AM,0.1,0,12.7,3.7,0.8
222,120,I,22184,Delridge Way SW & SW Henderson St,23,AM,1.8,0,14.4,47.4,0.8
222,120,I,22195,Delridge Way SW & SW Thistle St,24,AM,1.5,0.1,16.1,41.8,1.9
222,120,I,36300,Delridge Way SW & SW Holden St,25,AM,2,0.2,17.8,53.5,6.2
222,120,I,21450,Delridge Way SW & SW Myrtle St,26,AM,0.9,0.1,18.6,23.9,3.4
222,120,I,21480,Delridge Way SW & SW Holly St,27,AM,0.6,0,19.1,15.1,0.3
222,120,I,21500,Delridge Way SW & SW Graham St,28,AM,0.7,0.1,19.7,17.6,2.6
222,120,I,22074,Delridge Way SW & SW Findlay St,29,AM,1.6,0.2,21.3,42,6.3
222,120,I,21560,Delridge Way SW & SW Hudson St,30,AM,1.1,0,22.4,29.5,1
222,120,I,21600,Delridge Way SW & SW Genesee St,31,AM,1,0.3,23.2,26.8,8.2
222,120,I,21620,Delridge Way SW & SW Andover St,32,AM,1.2,0.5,23.9,32,13.1
222,120,I,15432,SW Spokane St & 11th Ave SW,33,AM,0.1,0.4,23.5,1.3,10.5
222,120,I,1561,Alaskan Way S & S Jackson St,34,AM,0.1,1.1,23,2.8,26.8
222,120,I,1565,Columbia St & Western Ave,35,AM,0.8,2.2,21.6,19.3,54.6
222,120,I,548,3rd Ave & Madison St,36,AM,0.2,7.2,15,3.9,172.7
222,120,I,570,3rd Ave & Union St,37,AM,0.1,6.5,8.9,3.1,162.3
222,120,I,590,3rd Ave & Pine St,38,AM,0.2,3.3,6,3.8,79.1
222,120,I,600,3rd Ave & Virginia St,39,AM,0.3,6.2,0,7.8,149.8
222,120,O,420,3rd Ave & Virginia St,1,AM,1.5,0,1.6,29.3,0.1
222,120,O,433,3rd Ave & Pike St,2,AM,1,0.1,2.5,18.3,1.7
222,120,O,468,3rd Ave & Seneca St,3,AM,1.4,0.1,3.8,27.1,1.1
222,120,O,481,3rd Ave & Columbia St,4,AM,1.3,0.1,5,25.4,2.1
222,120,O,1558,Columbia St & Alaskan Way,5,AM,0.5,0.1,5.4,9.3,1.8
222,120,O,1562,Alaskan Way S & S Jackson St,6,AM,0.3,0.1,5.7,5,1.2
222,120,O,15431,SW Spokane St & 11th Ave SW,7,AM,0.1,0.3,5.5,1.1,5.7
222,120,O,21990,Delridge Way SW & SW Andover St,8,AM,0.3,0.5,5.2,4.7,9.1
