serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
251,241,I,85630,Bellevue Transit Center - Bay 1,1,AM,2.4,0,2.4,17.1,0
251,241,I,85489,108th Ave NE & NE 2nd St,2,AM,0.4,0,2.8,2.8,0.2
251,241,I,67932,108th Ave SE & SE 3rd St,3,AM,0.1,0,2.9,0.6,0.1
251,241,I,67943,108th Ave SE & SE 10th St,4,AM,0,0.5,2.5,0.1,2.9
251,241,I,67944,108th Ave SE & SE 12th St,5,AM,0,0,2.5,0,0.1
251,241,I,67947,108th Ave SE & SE 14th St,6,AM,0,0,2.5,0,0.1
251,241,I,67922,108th Ave SE & Bellevue Way SE,7,AM,0.1,0.1,2.5,0.5,0.3
251,241,I,70600,Bellevue Way SE & 108th Ave SE,8,AM,0,0,2.5,0,0.1
251,241,I,84264,South Bellevue Station Bus Plaza - Bay 2,9,AM,1,0.1,3.4,6.2,0.4
251,241,I,84270,Bellevue Way SE & 113th Ave SE,10,AM,0,0,3.5,0.1,0
251,241,I,79868,Factoria Blvd SE & SE 38th St,11,AM,0.1,1.6,2,0.4,9.3
251,241,I,79880,Factoria Blvd SE & SE 40th Ln,12,AM,0,0.7,1.4,0.2,4.1
251,241,I,79890,Factoria Blvd SE & SE 42nd St,13,AM,0.1,0.2,1.2,0.4,1.2
251,241,I,64845,SE Newport Way & Factoria Blvd SE,14,AM,0.1,0.1,1.2,0.7,0.7
251,241,I,64769,SE Newport Way & SE 42nd Pl,15,AM,0,0,1.2,0.1,0.2
251,241,I,64870,SE Allen Rd & SE Newport Way,16,AM,0.1,0.2,1.2,0.6,0.9
251,241,I,64890,SE Allen Rd & 139th Ave SE,17,AM,0.1,0,1.2,0.3,0
251,241,I,64900,SE Allen Rd & 140th Ave SE,18,AM,0.2,0,1.4,1.2,0
251,241,I,64910,SE Allen Rd & 142nd Ave SE,19,AM,0,0,1.4,0,0.1
251,241,I,64958,SE Allen Rd & 146th Ave SE,20,AM,0.1,0,1.5,0.4,0
251,241,I,64956,146th Ave SE & SE Eastgate Dr,21,AM,0.3,0.2,1.6,1.8,1
251,241,I,67023,142nd Pl SE & SE 36th St,22,AM,0,0.2,1.4,0,1.4
251,241,I,79878,142nd Pl SE & SE 32nd St,23,AM,0,0.3,1.2,0,1.5
251,241,I,67015,Eastgate Park & Ride Acs & 140th Ave SE - Bay 2,24,AM,0.3,1.4,0,1.7,8.6
251,241,O,67014,Eastgate Park & Ride - Bay 1,1,AM,0.9,0,0.9,6.9,0
251,241,O,67022,142nd Pl SE & SE 32nd St,2,AM,0,0,0.9,0.1,0.1
251,241,O,67021,142nd Pl SE & SE 36th St,3,AM,0.1,0,0.9,0.7,0.1
251,241,O,67025,SE 36th St & 146th Ave SE,4,AM,0,0,0.9,0.1,0.1
251,241,O,64955,146th Ave SE & SE Eastgate Dr,5,AM,0.6,0,1.5,4.6,0.2
251,241,O,64957,SE Allen Rd & 146th Ave SE,6,AM,0.4,0,1.9,3.1,0
251,241,O,64720,SE Allen Rd & 142nd Ave SE,7,AM,0.1,0,2,1,0
251,241,O,64730,SE Allen Rd & 140th Ave SE,8,AM,0.5,0,2.5,3.6,0
251,241,O,64740,SE Allen Rd & 139th Ave SE,9,AM,0.4,0,2.9,3.5,0
251,241,O,64760,SE Allen Rd & SE Newport Way,10,AM,0.4,0.1,3.2,3.4,1
251,241,O,65159,SE Newport Way & SE Allen Rd,11,AM,0.4,0,3.6,3,0.1
251,241,O,64770,SE Newport Way & 133rd Ave SE,12,AM,0.1,0,3.7,0.7,0
251,241,O,64768,SE Newport Way & SE 42nd Pl,13,AM,0.5,0,4.1,3.6,0
251,241,O,64780,SE Newport Way & 129th Pl SE,14,AM,0.2,1.6,2.7,1.5,12.8
251,241,O,80380,Factoria Blvd SE & SE Newport Way,15,AM,0.2,0.1,2.8,1.3,0.4
251,241,O,80390,Factoria Blvd SE & SE 41st Ln,16,AM,0.5,0,3.3,3.9,0
251,241,O,80400,Factoria Blvd SE & SE 40th Ln,17,AM,0.4,0.2,3.5,2.9,1.3
251,241,O,80412,Factoria Blvd SE & SE 38th St,18,AM,0.4,0.2,3.6,2.9,1.5
251,241,O,85410,I-90 & Richards Rd,19,AM,0.8,0.2,4.2,6.2,1.4
251,241,O,84292,South Bellevue Station Bus Plaza - Bay 3,20,AM,0.3,0.9,3.6,2.1,7.2
251,241,O,67925,108th Ave SE & Bellevue Way SE,21,AM,0.2,0.1,3.6,1.2,0.8
251,241,O,67939,108th Ave SE & SE 14th St,22,AM,0,0,3.3,0,0
251,241,O,67938,108th Ave SE & SE 12th St,23,AM,0.1,0.3,3.1,0.4,2.3
251,241,O,67935,108th Ave SE & SE 2nd St,24,AM,0.1,0,3.1,0.4,0.2
251,241,O,85730,108th Ave NE & NE 2nd St,25,AM,0.1,1.1,2.1,0.7,7.6
251,241,O,68001,Bellevue Transit Center - Bay 11,26,AM,0,2.2,0,0,15.1
251,241,I,85630,Bellevue Transit Center - Bay 1,1,MID,1.9,0,1.9,22.5,0
251,241,I,85489,108th Ave NE & NE 2nd St,2,MID,0.6,0.3,2.2,6.6,3.3
251,241,I,67932,108th Ave SE & SE 3rd St,3,MID,0.1,0.1,2.3,1.7,0.6
251,241,I,67943,108th Ave SE & SE 10th St,4,MID,0,0.1,2.2,0.3,0.8
251,241,I,67944,108th Ave SE & SE 12th St,5,MID,0.1,0,2.2,0.8,0.1
251,241,I,67947,108th Ave SE & SE 14th St,6,MID,0,0,2.2,0.1,0.1
251,241,I,67922,108th Ave SE & Bellevue Way SE,7,MID,0.1,0.1,2.2,1.4,1.1
251,241,I,70600,Bellevue Way SE & 108th Ave SE,8,MID,0,0,2.2,0,0.3
251,241,I,84264,South Bellevue Station Bus Plaza - Bay 2,9,MID,1.3,0.1,3.3,15.4,1.7
251,241,I,84270,Bellevue Way SE & 113th Ave SE,10,MID,0,0,3.4,0.3,0
251,241,I,79868,Factoria Blvd SE & SE 38th St,11,MID,0.2,1.1,2.5,2.8,12.6
251,241,I,79880,Factoria Blvd SE & SE 40th Ln,12,MID,0.6,1.1,2,7.4,13.7
251,241,I,79890,Factoria Blvd SE & SE 42nd St,13,MID,0.6,0.3,2.4,7,3
251,241,I,64845,SE Newport Way & Factoria Blvd SE,14,MID,0.3,0.2,2.4,3,2.1
251,241,I,64769,SE Newport Way & SE 42nd Pl,15,MID,0,0.1,2.4,0.1,1
251,241,I,64870,SE Allen Rd & SE Newport Way,16,MID,0.2,0.3,2.3,2.8,3.5
251,241,I,64890,SE Allen Rd & 139th Ave SE,17,MID,0,0.1,2.2,0.1,1.5
251,241,I,64900,SE Allen Rd & 140th Ave SE,18,MID,0,0.1,2.1,0.2,1.1
251,241,I,64910,SE Allen Rd & 142nd Ave SE,19,MID,0,0.1,2,0,1.5
251,241,I,64958,SE Allen Rd & 146th Ave SE,20,MID,0,0.3,1.8,0,3.2
251,241,I,64956,146th Ave SE & SE Eastgate Dr,21,MID,0.1,0.4,1.6,1.6,4.5
251,241,I,67023,142nd Pl SE & SE 36th St,22,MID,0.1,0.2,1.4,0.6,2.2
251,241,I,79878,142nd Pl SE & SE 32nd St,23,MID,0,0.5,1,0,5.5
251,241,I,67015,Eastgate Park & Ride Acs & 140th Ave SE - Bay 2,24,MID,0.2,1.2,0,2,13.9
251,241,O,67014,Eastgate Park & Ride - Bay 1,1,MID,1.1,0,1.1,13.3,0.1
251,241,O,67022,142nd Pl SE & SE 32nd St,2,MID,0.3,0,1.4,3.8,0.2
251,241,O,67021,142nd Pl SE & SE 36th St,3,MID,0.6,0,1.9,6.8,0.4
251,241,O,67025,SE 36th St & 146th Ave SE,4,MID,0,0,1.9,0.4,0.1
251,241,O,64955,146th Ave SE & SE Eastgate Dr,5,MID,0.3,0.1,2.1,4,1.5
251,241,O,64957,SE Allen Rd & 146th Ave SE,6,MID,0.3,0,2.3,3.2,0.3
