serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
2510,166,I,2916,Edmonds Station Bay 1,0,XNT,0.780,0.000,0.780,1.696,0.000
2510,166,I,2727,Dayton St & 2nd Ave S,1,AM,0.175,0.010,1.810,1.522,0.087
2510,166,I,609,3rd Ave S & James St,2,AM,0.189,0.000,1.951,1.696,0.000
2510,166,I,606,3rd Ave N & Bell St,3,AM,0.161,0.000,2.117,1.435,0.000
2510,166,I,608,3rd Ave N & Daley St,4,AM,0.053,0.000,2.160,0.478,0.000
2510,166,I,605,3rd Ave N & 4th Ave N,5,AM,0.088,0.000,2.225,0.783,0.000
2510,166,I,607,3rd Ave N & Giltner Ln,6,AM,0.015,0.000,2.241,0.130,0.000
2510,166,I,399,Caspers St & 7th Ave N,7,AM,0.005,0.000,2.209,0.043,0.000
2510,166,I,400,Caspers St & 8th Ave N,8,AM,0.051,0.025,2.192,0.435,0.217
2510,166,I,794,9th Ave N & Hindley Ln,9,AM,0.126,0.000,2.288,1.043,0.000
2510,166,I,478,Puget Dr & Olympic View Dr,10,AM,0.216,0.038,2.400,1.739,0.304
2510,166,I,238,196th St SW & 86th Ave W,11,AM,0.306,0.000,2.694,2.435,0.000
2510,166,I,234,196th St SW & 84th Ave W,12,AM,0.481,0.005,3.169,3.826,0.043
2510,166,I,233,196th St SW & 80th Ave W,13,AM,0.630,0.005,3.799,5.043,0.043
2510,166,I,232,196th St SW & 74th Ave W,14,AM,0.787,0.044,4.563,6.261,0.348
2510,166,I,235,196th St SW & Heinz Pl,15,AM,0.317,0.066,4.814,2.522,0.522
2510,166,I,231,196th St SW & 68th Ave W,16,AM,0.530,0.760,4.585,4.217,6.043
2510,166,I,230,196th St SW & 64th Ave W,17,AM,0.164,0.011,4.738,1.304,0.087
2510,166,I,237,196th St SW & Hwy 99,18,AM,0.585,0.426,4.896,4.652,3.391
2510,166,I,239,196th St SW & 58th Pl W,19,AM,0.104,0.082,4.918,0.826,0.652
2510,166,I,236,196th St SW & Scriber Lake Rd,20,AM,0.164,0.055,5.027,1.304,0.435
2510,166,I,3197,196th St SW & 52nd Ave W,21,AM,0.350,0.060,5.317,2.783,0.478
2510,166,I,1156,48th Ave W & 196th St SW,22,AM,0.016,0.273,5.060,0.130,2.174
2510,166,I,2167,Lynnwood City Center Station Bay B1,23,AM,2.755,2.853,4.935,22.043,22.826
2510,166,I,2663,44th Ave W & 198th St SW,24,AM,0.087,0.076,4.946,0.696,0.609
2510,166,I,2428,196th St SW & 40th Ave W,25,AM,0.592,0.413,5.125,4.739,3.304
2510,166,I,2425,196th St SW & 30th Pl W,26,AM,0.000,0.370,4.755,0.000,2.957
2510,166,I,2430,Alderwood Mall Pkwy & 196th St SW,27,AM,0.282,0.652,4.381,2.217,5.130
2510,166,I,814,Alderwood Mall Pkwy & Beech Rd,28,AM,0.040,0.257,4.240,0.304,1.957
2510,166,I,2431,Alderwood Mall Pkwy & 184th St SW,29,AM,0.164,0.661,3.708,1.217,4.913
2510,166,I,2432,Alderwood Mall Pkwy & Maple Rd,30,AM,0.253,0.105,3.914,1.783,0.739
2510,166,I,2458,Alderwood Mall Pkwy & 164th St SW,31,AM,0.174,0.193,3.894,1.217,1.348
2510,166,I,189,164th St SW & Alderwood Mall Pkwy,32,AM,0.087,0.124,3.857,0.609,0.870
2510,166,I,2169,Ash Way & 164th St SW,33,AM,0.019,0.000,3.876,0.130,0.000
2510,166,I,2162,Ash Way Park & Ride Bay 3,34,AM,0.882,0.913,3.845,6.174,6.391
2510,166,I,187,164th St SW & 13th Ave W,35,AM,0.118,1.006,2.957,0.826,7.043
2510,166,I,193,164th St SW & Larch Way,36,AM,0.043,0.012,2.988,0.304,0.087
2510,166,I,191,164th St SW & 6th Ave W,37,AM,0.075,0.093,2.969,0.522,0.652
2510,166,I,194,164th St SW & North Rd,38,AM,0.037,0.050,2.957,0.261,0.348
2510,166,I,143,164th St SE & 1st Ave SE,39,AM,0.000,0.006,2.950,0.000,0.043
2510,166,I,190,164th St SE & 3rd Ave SE,40,AM,0.000,0.006,2.944,0.000,0.043
2510,166,I,192,164th St SE & Mill Creek Blvd,41,AM,0.112,0.776,2.280,0.783,5.435
2510,166,I,2568,Mill Creek Rd & Hwy 527,42,AM,0.037,0.081,2.236,0.261,0.565
2510,166,I,2966,Mill Creek Rd & Village Green Dr,43,AM,0.000,0.037,2.199,0.000,0.261
2510,166,I,480,Seattle Hill Rd & Seattle Hill Rd,44,AM,0.000,0.000,2.199,0.000,0.000
2510,166,I,479,Seattle Hill Rd & 25th Ave SE,45,AM,0.000,0.006,2.193,0.000,0.043
2510,166,I,2968,Seattle Hill Rd & 2600 Block,46,AM,0.000,0.006,2.186,0.000,0.043
2510,166,I,482,Seattle Hill Rd & 2900 Block,47,AM,0.000,0.019,2.168,0.000,0.130
2510,166,I,2938,Seattle Hill Rd & 32nd Ave SE,48,AM,0.000,0.000,2.168,0.000,0.000
2510,166,I,481,Seattle Hill Rd & 35th Ave SE,49,AM,0.019,0.094,2.081,0.130,0.652
2510,166,I,2725,148th St SE & Seattle Hill Rd,50,AM,0.006,0.125,1.962,0.043,0.870
2510,166,I,2560,148th St SE & 48th Ave SE,51,AM,0.119,0.189,1.899,0.826,1.304
2510,166,I,2557,148th St SE & 51st Ave SE,52,AM,0.000,0.013,1.899,0.000,0.087
2510,166,I,145,Puget Park Dr & 148th St SE,53,AM,0.000,0.000,1.899,0.000,0.000
