serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
2310,240,I,3326,272nd Pl NW & 99th Ave NW,0,AM,0.744,0.000,0.744,2.909,0.000
2310,240,I,2555,271st St NW & 101st Ave NW,1,AM,0.000,0.000,0.744,0.000,0.000
2310,240,I,336,271st St NW & 96th Ave NW,2,AM,0.034,0.000,0.770,0.136,0.000
2310,240,I,333,271st St NW & 94th Dr NW,3,AM,0.057,0.000,0.828,0.227,0.000
2310,240,I,335,271st St NW & 92nd Ave NW,4,AM,0.000,0.000,0.828,0.000,0.000
2310,240,I,334,271st St NW & 90th Ave NW,5,AM,0.241,0.000,1.069,0.955,0.000
2310,240,I,340,276th St NW & 78th Ave NW,6,AM,0.276,0.034,1.310,1.091,0.136
2310,240,I,2936,276th St NW & 73rd Ave NW,7,AM,0.126,0.000,1.437,0.500,0.000
2310,240,I,2960,72nd Ave NW & Tyler Pl NW,8,AM,0.276,0.000,1.713,1.091,0.000
2310,240,I,2961,72nd Ave NW & 272nd St NW,9,AM,0.035,0.000,1.744,0.136,0.000
2310,240,I,1246,72nd Ave NW & 268th St NW,10,AM,0.023,0.000,1.767,0.091,0.000
2310,240,I,1244,72nd Ave NW & 267th Pl NW,11,AM,0.034,0.000,1.782,0.136,0.000
2310,240,I,1245,72nd Ave NW & 265th St NW,12,AM,0.011,0.000,1.793,0.045,0.000
2310,240,I,1243,72nd Ave NW & 261st St NW,13,AM,0.080,0.000,1.875,0.318,0.000
2310,240,I,36,Pioneer Hwy & 77th Ave NW,14,AM,0.000,0.000,1.875,0.000,0.000
2310,240,I,332,Stanwood Downtown Park & Ride Bay 2,15,AM,0.250,0.068,2.057,1.000,0.273
2310,240,I,1407,Marine Dr & Thomle Rd,16,AM,0.000,0.000,2.057,0.000,0.000
2310,240,I,1405,Marine Dr & Boe Rd,17,AM,0.000,0.000,2.057,0.000,0.000
2310,240,I,1406,Marine Dr & Old Marine Dr,18,AM,0.000,0.000,2.057,0.000,0.000
2310,240,I,1410,Marine Dr & 226th St NW,19,AM,0.000,0.000,2.057,0.000,0.000
2310,240,I,1409,Marine Dr & 81st Ave NW,20,AM,0.011,0.011,2.057,0.045,0.045
2310,240,I,1403,Marine Dr & Warm Beach Conference Center,21,AM,0.227,0.000,2.284,0.909,0.000
2310,240,I,2965,Marine Dr & Warm Beach Senior Community,22,AM,0.000,0.023,2.261,0.000,0.091
2310,240,I,1408,Marine Dr & 201st St NW,23,AM,0.034,0.000,2.295,0.136,0.000
