OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2024-10-01,532,North,25239,91730.0,14:05:00,14:05:31,14:05:31,0,2856,NE 10th St & 102nd Ave NE,1.0,0.0
2024-10-01,532,North,25239,91730.0,,14:08:37,14:09:01,1,2914,NE 10th St & 108th Ave NE,3.0,0.0
2024-10-01,532,North,25239,91730.0,14:11:00,14:10:57,14:13:17,2,355,Bellevue Transit Center Bay 4,21.0,0.0
2024-10-01,532,North,25239,91730.0,14:22:00,14:22:27,14:23:04,4,2850,Totem Lake Fwy Station,5.0,3.0
2024-10-01,532,North,25239,91730.0,14:30:00,14:30:27,14:31:18,5,2132,Canyon Park Park & Ride Bay 3,1.0,9.0
2024-10-01,532,North,25239,91730.0,14:42:00,14:43:14,14:44:26,6,2164,Ash Way Park & Ride Bay 1,2.0,8.0
2024-10-01,532,North,25239,91730.0,14:57:00,14:52:42,14:53:08,7,2869,South Everett Fwy Station Bay 6,0.0,4.0
2024-10-01,532,North,25239,91730.0,,15:00:11,15:00:11,8,3219,Broadway & 33rd St,0.0,0.0
2024-10-01,532,North,25239,91730.0,15:14:00,15:01:28,15:01:28,9,2861,Everett Station,0.0,9.0
2024-10-01,532,North,25240,91726.0,14:35:00,14:35:20,14:35:20,0,2856,NE 10th St & 102nd Ave NE,0.0,0.0
2024-10-01,532,North,25240,91726.0,,14:38:07,14:38:36,1,2914,NE 10th St & 108th Ave NE,2.0,0.0
2024-10-01,532,North,25240,91726.0,14:41:00,14:41:15,14:42:38,2,355,Bellevue Transit Center Bay 4,14.0,0.0
2024-10-01,532,North,25240,91726.0,14:52:00,14:54:25,14:54:51,4,2850,Totem Lake Fwy Station,2.0,1.0
2024-10-01,532,North,25240,91726.0,15:00:00,15:01:49,15:02:18,5,2132,Canyon Park Park & Ride Bay 3,0.0,10.0
2024-10-01,532,North,25240,91726.0,15:12:00,15:15:54,15:16:39,6,2164,Ash Way Park & Ride Bay 1,2.0,4.0
