OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2023-10-01,105,North,11031,15108.0,07:54:00,07:54:00,07:54:00,0,3403,UW Bothell & Cascadia College Temporary Pickup,0.0,0.0
2023-10-01,105,North,11031,15108.0,,07:55:09,07:55:09,1,1744,Beardslee Blvd & 110th Ave NE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,07:55:45,07:55:45,2,2903,NE 185th St & Beardslee Blvd,0.0,0.0
2023-10-01,105,North,11031,15108.0,,07:56:27,07:56:27,3,2904,NE 185th St & 103rd Ave NE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,07:56:47,07:56:47,4,2745,NE 185th St & 101st Ave NE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,07:57:24,07:57:38,5,980,Reder Way & Bothell Way NE,2.0,0.0
2023-10-01,105,North,11031,15108.0,,07:58:14,07:59:34,6,2746,Hwy 527 & NE 190th St,1.0,0.0
2023-10-01,105,North,11031,15108.0,,08:01:47,08:01:47,7,991,Hwy 527 & 240th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:02:18,08:02:18,8,992,Hwy 527 & 234th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:02:59,08:03:23,9,989,Hwy 527 & 228th St SE,0.0,1.0
2023-10-01,105,North,11031,15108.0,08:04:00,08:06:09,08:06:09,10,2134,Canyon Park Park & Ride Bay 2,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:06:51,08:06:51,11,986,Hwy 527 & 220th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:07:27,08:07:36,12,985,Hwy 527 & 214th St SE,0.0,1.0
2023-10-01,105,North,11031,15108.0,,08:08:20,08:08:20,13,984,Hwy 527 & Maltby Rd,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:08:42,08:08:42,14,990,Hwy 527 & 201st Pl SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:09:16,08:09:16,15,983,Hwy 527 & 196th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:09:33,08:09:33,16,982,Hwy 527 & 192nd St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:09:47,08:09:47,17,981,Hwy 527 & 189th Pl SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:09:59,08:09:59,18,979,Hwy 527 & 186th Pl SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:10:35,08:10:35,19,977,Hwy 527 & 180th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:11:30,08:11:30,20,988,Hwy 527 & Seattle Hill Rd,0.0,0.0
2023-10-01,105,North,11031,15108.0,08:12:00,08:11:59,08:11:59,21,987,Hwy 527 & Mill Creek Rd,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:12:47,08:12:47,22,2085,Hwy 527 & Mill Creek Blvd,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:13:43,08:13:43,23,2648,Hwy 527 & 153rd St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:14:29,08:14:29,24,2647,Hwy 527 & 144th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:14:50,08:14:50,25,2646,Hwy 527 & Trillium Blvd SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:15:33,08:15:33,26,2645,Hwy 527 & 136th St SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:16:51,08:16:51,27,2137,132nd St SE & 16th Ave SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,,08:17:57,08:17:57,28,1552,128th St SE & 3rd Ave SE,0.0,0.0
2023-10-01,105,North,11031,15108.0,08:26:00,08:19:50,08:19:50,29,2106,Mariner Park & Ride Bay 4,0.0,1.0
2023-10-01,105,North,11032,15116.0,08:54:00,08:54:13,08:54:13,0,3403,UW Bothell & Cascadia College Temporary Pickup,0.0,0.0
2023-10-01,105,North,11032,15116.0,,08:56:06,08:56:06,1,1744,Beardslee Blvd & 110th Ave NE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,08:56:39,08:56:39,2,2903,NE 185th St & Beardslee Blvd,0.0,0.0
2023-10-01,105,North,11032,15116.0,,08:57:27,08:57:57,3,2904,NE 185th St & 103rd Ave NE,2.0,0.0
2023-10-01,105,North,11032,15116.0,,08:58:19,08:58:19,4,2745,NE 185th St & 101st Ave NE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,08:59:06,08:59:06,5,980,Reder Way & Bothell Way NE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,08:59:33,08:59:33,6,2746,Hwy 527 & NE 190th St,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:01:30,09:01:30,7,991,Hwy 527 & 240th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:01:57,09:01:57,8,992,Hwy 527 & 234th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:02:34,09:02:34,9,989,Hwy 527 & 228th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,09:04:00,09:05:37,09:05:46,10,2134,Canyon Park Park & Ride Bay 2,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:07:12,09:07:12,11,986,Hwy 527 & 220th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:07:55,09:07:55,12,985,Hwy 527 & 214th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:08:35,09:08:35,13,984,Hwy 527 & Maltby Rd,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:09:10,09:09:10,14,990,Hwy 527 & 201st Pl SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:09:45,09:09:45,15,983,Hwy 527 & 196th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:10:04,09:10:04,16,982,Hwy 527 & 192nd St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:10:18,09:10:18,17,981,Hwy 527 & 189th Pl SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:10:39,09:10:39,18,979,Hwy 527 & 186th Pl SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:11:22,09:11:22,19,977,Hwy 527 & 180th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:12:20,09:12:20,20,988,Hwy 527 & Seattle Hill Rd,0.0,0.0
2023-10-01,105,North,11032,15116.0,09:13:00,09:13:20,09:13:20,21,987,Hwy 527 & Mill Creek Rd,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:13:54,09:13:54,22,2085,Hwy 527 & Mill Creek Blvd,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:14:23,09:14:23,23,2648,Hwy 527 & 153rd St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:15:14,09:15:14,24,2647,Hwy 527 & 144th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:15:38,09:15:38,25,2646,Hwy 527 & Trillium Blvd SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:15:56,09:15:56,26,2645,Hwy 527 & 136th St SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:17:56,09:17:56,27,2137,132nd St SE & 16th Ave SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,,09:19:31,09:19:31,28,1552,128th St SE & 3rd Ave SE,0.0,0.0
2023-10-01,105,North,11032,15116.0,09:28:00,09:23:00,09:23:00,29,2106,Mariner Park & Ride Bay 4,0.0,2.0
2023-10-01,105,North,11033,15103.0,09:54:00,09:53:23,09:53:23,0,3403,UW Bothell & Cascadia College Temporary Pickup,0.0,0.0
2023-10-01,105,North,11033,15103.0,,09:55:10,09:55:10,1,1744,Beardslee Blvd & 110th Ave NE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,09:55:44,09:55:44,2,2903,NE 185th St & Beardslee Blvd,0.0,0.0
2023-10-01,105,North,11033,15103.0,,09:56:26,09:57:10,3,2904,NE 185th St & 103rd Ave NE,1.0,0.0
2023-10-01,105,North,11033,15103.0,,09:57:37,09:57:37,4,2745,NE 185th St & 101st Ave NE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,09:58:20,09:58:37,5,980,Reder Way & Bothell Way NE,1.0,0.0
2023-10-01,105,North,11033,15103.0,,09:59:17,09:59:40,6,2746,Hwy 527 & NE 190th St,1.0,0.0
2023-10-01,105,North,11033,15103.0,,10:02:08,10:02:08,7,991,Hwy 527 & 240th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:02:38,10:02:38,8,992,Hwy 527 & 234th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:03:24,10:03:32,9,989,Hwy 527 & 228th St SE,0.0,1.0
2023-10-01,105,North,11033,15103.0,10:04:00,10:07:29,10:07:41,10,2134,Canyon Park Park & Ride Bay 2,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:08:33,10:08:33,11,986,Hwy 527 & 220th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:09:07,10:09:07,12,985,Hwy 527 & 214th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:10:03,10:10:03,13,984,Hwy 527 & Maltby Rd,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:10:44,10:10:44,14,990,Hwy 527 & 201st Pl SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:11:27,10:11:27,15,983,Hwy 527 & 196th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:11:48,10:11:48,16,982,Hwy 527 & 192nd St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:12:01,10:12:01,17,981,Hwy 527 & 189th Pl SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:12:33,10:12:33,18,979,Hwy 527 & 186th Pl SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:14:46,10:14:55,19,977,Hwy 527 & 180th St SE,1.0,0.0
2023-10-01,105,North,11033,15103.0,,10:16:03,10:16:03,20,988,Hwy 527 & Seattle Hill Rd,0.0,0.0
2023-10-01,105,North,11033,15103.0,10:13:00,10:17:40,10:17:40,21,987,Hwy 527 & Mill Creek Rd,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:18:47,10:18:47,22,2085,Hwy 527 & Mill Creek Blvd,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:19:19,10:19:19,23,2648,Hwy 527 & 153rd St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:20:10,10:20:10,24,2647,Hwy 527 & 144th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:20:49,10:20:49,25,2646,Hwy 527 & Trillium Blvd SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:21:10,10:21:10,26,2645,Hwy 527 & 136th St SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,,10:22:07,10:22:20,27,2137,132nd St SE & 16th Ave SE,0.0,1.0
2023-10-01,105,North,11033,15103.0,,10:25:05,10:25:05,28,1552,128th St SE & 3rd Ave SE,0.0,0.0
2023-10-01,105,North,11033,15103.0,10:29:00,10:28:21,10:28:21,29,2106,Mariner Park & Ride Bay 4,0.0,2.0
2023-10-01,105,North,11034,11103.0,10:54:00,10:54:58,10:54:58,0,3403,UW Bothell & Cascadia College Temporary Pickup,2.0,0.0
2023-10-01,105,North,11034,11103.0,,10:56:16,10:56:34,1,1744,Beardslee Blvd & 110th Ave NE,2.0,0.0
2023-10-01,105,North,11034,11103.0,,10:57:17,10:57:28,2,2903,NE 185th St & Beardslee Blvd,1.0,0.0
2023-10-01,105,North,11034,11103.0,,10:58:17,10:58:17,3,2904,NE 185th St & 103rd Ave NE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,10:58:35,10:58:49,4,2745,NE 185th St & 101st Ave NE,1.0,0.0
2023-10-01,105,North,11034,11103.0,,10:59:33,10:59:33,5,980,Reder Way & Bothell Way NE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:00:17,11:00:17,6,2746,Hwy 527 & NE 190th St,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:02:29,11:02:29,7,991,Hwy 527 & 240th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:02:59,11:02:59,8,992,Hwy 527 & 234th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:04:20,11:04:20,9,989,Hwy 527 & 228th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,11:05:00,11:07:27,11:07:35,10,2134,Canyon Park Park & Ride Bay 2,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:08:35,11:08:49,11,986,Hwy 527 & 220th St SE,1.0,0.0
2023-10-01,105,North,11034,11103.0,,11:09:35,11:09:35,12,985,Hwy 527 & 214th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:10:38,11:11:13,13,984,Hwy 527 & Maltby Rd,4.0,0.0
2023-10-01,105,North,11034,11103.0,,11:11:55,11:12:05,14,990,Hwy 527 & 201st Pl SE,0.0,1.0
2023-10-01,105,North,11034,11103.0,,11:12:58,11:13:18,15,983,Hwy 527 & 196th St SE,0.0,2.0
2023-10-01,105,North,11034,11103.0,,11:13:52,11:14:02,16,982,Hwy 527 & 192nd St SE,1.0,0.0
2023-10-01,105,North,11034,11103.0,,11:14:24,11:14:24,17,981,Hwy 527 & 189th Pl SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:14:45,11:14:53,18,979,Hwy 527 & 186th Pl SE,1.0,1.0
2023-10-01,105,North,11034,11103.0,,11:17:50,11:18:02,19,977,Hwy 527 & 180th St SE,1.0,0.0
2023-10-01,105,North,11034,11103.0,,11:19:17,11:19:25,20,988,Hwy 527 & Seattle Hill Rd,0.0,1.0
2023-10-01,105,North,11034,11103.0,11:15:00,11:20:44,11:20:54,21,987,Hwy 527 & Mill Creek Rd,0.0,3.0
2023-10-01,105,North,11034,11103.0,,11:21:43,11:21:57,22,2085,Hwy 527 & Mill Creek Blvd,0.0,2.0
2023-10-01,105,North,11034,11103.0,,11:23:34,11:23:50,23,2648,Hwy 527 & 153rd St SE,0.0,1.0
2023-10-01,105,North,11034,11103.0,,11:24:47,11:24:47,24,2647,Hwy 527 & 144th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:25:16,11:25:16,25,2646,Hwy 527 & Trillium Blvd SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:25:39,11:25:39,26,2645,Hwy 527 & 136th St SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:26:37,11:26:37,27,2137,132nd St SE & 16th Ave SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,,11:29:08,11:29:08,28,1552,128th St SE & 3rd Ave SE,0.0,0.0
2023-10-01,105,North,11034,11103.0,11:32:00,11:32:27,11:32:27,29,2106,Mariner Park & Ride Bay 4,0.0,3.0
2023-10-01,105,North,11035,15108.0,11:54:00,11:54:06,11:54:06,0,3403,UW Bothell & Cascadia College Temporary Pickup,0.0,0.0
2023-10-01,105,North,11035,15108.0,,11:55:04,11:55:04,1,1744,Beardslee Blvd & 110th Ave NE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,11:55:38,11:55:38,2,2903,NE 185th St & Beardslee Blvd,0.0,0.0
2023-10-01,105,North,11035,15108.0,,11:56:16,11:56:31,3,2904,NE 185th St & 103rd Ave NE,1.0,0.0
2023-10-01,105,North,11035,15108.0,,11:56:51,11:56:51,4,2745,NE 185th St & 101st Ave NE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,11:57:45,11:57:45,5,980,Reder Way & Bothell Way NE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,11:58:35,11:58:35,6,2746,Hwy 527 & NE 190th St,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:00:39,12:00:39,7,991,Hwy 527 & 240th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:01:17,12:01:17,8,992,Hwy 527 & 234th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:02:07,12:02:07,9,989,Hwy 527 & 228th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,12:06:00,12:05:18,12:05:31,10,2134,Canyon Park Park & Ride Bay 2,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:06:50,12:07:05,11,986,Hwy 527 & 220th St SE,1.0,0.0
2023-10-01,105,North,11035,15108.0,,12:07:44,12:07:44,12,985,Hwy 527 & 214th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:10:18,12:10:18,13,984,Hwy 527 & Maltby Rd,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:10:45,12:10:45,14,990,Hwy 527 & 201st Pl SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:11:23,12:11:23,15,983,Hwy 527 & 196th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:11:43,12:11:43,16,982,Hwy 527 & 192nd St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:11:55,12:11:55,17,981,Hwy 527 & 189th Pl SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:12:07,12:12:07,18,979,Hwy 527 & 186th Pl SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:12:47,12:12:47,19,977,Hwy 527 & 180th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:13:42,12:13:42,20,988,Hwy 527 & Seattle Hill Rd,0.0,0.0
2023-10-01,105,North,11035,15108.0,12:17:00,12:14:42,12:15:05,21,987,Hwy 527 & Mill Creek Rd,0.0,1.0
2023-10-01,105,North,11035,15108.0,,12:16:25,12:16:25,22,2085,Hwy 527 & Mill Creek Blvd,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:17:27,12:17:27,23,2648,Hwy 527 & 153rd St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:18:15,12:18:15,24,2647,Hwy 527 & 144th St SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:18:38,12:18:38,25,2646,Hwy 527 & Trillium Blvd SE,0.0,0.0
2023-10-01,105,North,11035,15108.0,,12:18:56,12:18:56,26,2645,Hwy 527 & 136th St SE,0.0,0.0
