OPERATION_DATE,ROUTE_ID,DIRECTION,TRIP_ID,VEHICLE_ID,SCHED_DEPTIME,ACT_ARRTIME,ACT_DEPTIME,STOP_ORDER_NBR,STOP_ID,STOP,BOARDINGS,ALIGHTINGS
2023-10-02,513,North,25157,91502.0,15:04:00,15:06:00,15:06:00,0,2192,Northgate Station Bay 2,26.0,0.0
2023-10-02,513,North,25157,91502.0,15:15:00,15:16:08,15:16:34,3,2766,Mountlake Terrace Fwy Station Bay 7,4.0,4.0
2023-10-02,513,North,25157,91502.0,15:21:00,15:22:13,15:23:08,4,2114,Lynnwood Transit Center Bay D2,0.0,11.0
2023-10-02,513,North,25157,91502.0,15:28:00,15:29:52,15:30:48,5,2164,Ash Way Park & Ride Bay 1,1.0,14.0
2023-10-02,513,North,25157,91502.0,15:46:00,15:46:10,15:46:33,6,2144,Eastmont Park & Ride Bay 1,0.0,1.0
2023-10-02,513,North,25157,91502.0,,15:53:15,15:53:41,7,1765,W Casino Rd & Evergreen Way,0.0,1.0
2023-10-02,513,North,25157,91502.0,16:02:00,16:02:17,16:02:17,8,3190,Seaway Transit Center Bay 11,0.0,0.0
2023-10-02,513,North,25158,91905.0,15:34:00,15:34:45,15:34:45,0,2192,Northgate Station Bay 2,21.0,0.0
2023-10-02,513,North,25158,91905.0,15:46:00,15:50:29,15:50:55,3,2766,Mountlake Terrace Fwy Station Bay 7,1.0,3.0
2023-10-02,513,North,25158,91905.0,15:52:00,15:55:43,15:56:23,4,2114,Lynnwood Transit Center Bay D2,0.0,13.0
2023-10-02,513,North,25158,91905.0,16:00:00,16:04:20,16:04:56,5,2164,Ash Way Park & Ride Bay 1,0.0,4.0
2023-10-02,513,North,25158,91905.0,16:19:00,16:25:43,16:25:58,6,2144,Eastmont Park & Ride Bay 1,0.0,0.0
2023-10-02,513,North,25158,91905.0,,16:33:11,16:33:29,7,1765,W Casino Rd & Evergreen Way,0.0,2.0
2023-10-02,513,North,25158,91905.0,16:36:00,16:42:34,16:42:34,8,3190,Seaway Transit Center Bay 11,0.0,0.0
2023-10-02,513,North,25159,91712.0,16:04:00,16:04:22,16:04:22,0,2192,Northgate Station Bay 2,29.0,0.0
2023-10-02,513,North,25159,91712.0,16:17:00,16:19:33,16:19:53,3,2766,Mountlake Terrace Fwy Station Bay 7,0.0,2.0
2023-10-02,513,North,25159,91712.0,16:23:00,16:25:44,16:26:23,4,2114,Lynnwood Transit Center Bay D2,0.0,17.0
2023-10-02,513,North,25159,91712.0,16:32:00,16:35:05,16:35:34,5,2164,Ash Way Park & Ride Bay 1,0.0,8.0
2023-10-02,513,North,25159,91712.0,16:52:00,16:57:31,16:57:47,6,2144,Eastmont Park & Ride Bay 1,0.0,0.0
2023-10-02,513,North,25159,91712.0,,17:05:42,17:06:03,7,1765,W Casino Rd & Evergreen Way,0.0,2.0
2023-10-02,513,North,25159,91712.0,17:11:00,17:13:42,17:13:42,8,3190,Seaway Transit Center Bay 11,0.0,0.0
2023-10-02,513,North,25160,91904.0,16:34:00,16:35:13,16:35:13,0,2192,Northgate Station Bay 2,29.0,0.0
2023-10-02,513,North,25160,91904.0,16:47:00,16:51:38,16:52:02,3,2766,Mountlake Terrace Fwy Station Bay 7,0.0,9.0
2023-10-02,513,North,25160,91904.0,16:53:00,16:58:05,16:58:45,4,2114,Lynnwood Transit Center Bay D2,2.0,5.0
2023-10-02,513,North,25160,91904.0,17:02:00,17:07:58,17:08:41,5,2164,Ash Way Park & Ride Bay 1,0.0,11.0
