serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
191,48,I,10912,15th Ave NE & NE 43rd St,1,AM,3.1,0,3.1,59.6,0
191,48,I,10914,15th Ave NE & NE Campus Pkwy,2,AM,1.2,0,4.1,22,0.5
191,48,I,10917,15th Ave NE & NE 40th St,3,AM,1.1,0,5.3,21.7,0
191,48,I,29240,NE Pacific St & 15th Ave NE,4,AM,1.3,0.3,6.3,24.3,4.8
191,48,I,29247,NE Pacific St & Montlake Blvd NE - Bay 1,5,AM,2.4,0.7,8,45.5,12.6
191,48,I,25243,Montlake Blvd E & E Lake Washington Blvd,6,AM,0.9,0.5,8.5,17.5,8.7
191,48,I,29245,East Montlake Pl E & E Roanoke St,7,AM,0.2,0,8.7,4.2,0.8
191,48,I,29244,24th Ave E & E Mcgraw St,8,AM,1.1,0.2,9.6,19.2,2.8
191,48,I,29248,24th Ave E & E Newton St,9,AM,0.4,0,10,6.9,0
191,48,I,29249,24th Ave E & Boyer Ave E,10,AM,0.6,0.1,10.5,11,2
191,48,I,29251,24th Ave E & E Galer St,11,AM,0.8,0,11.3,15,0.1
191,48,I,29253,24th Ave E & E Prospect St,12,AM,0,0,11.3,0.1,0
191,48,I,29254,23rd Ave E & E Aloha St,13,AM,0.7,0.6,11.4,13,11.5
191,48,I,29255,23rd Ave E & E Roy St,14,AM,0.4,0.1,11.7,6.8,2.2
191,48,I,29256,23rd Ave E & E Republican St,15,AM,0.5,0.2,12,8.5,2.8
191,48,I,29257,23rd Ave E & E Thomas St,16,AM,0.1,1,11.1,1.4,17.8
191,48,I,35821,23rd Ave E & E John St,17,AM,1.5,0.7,11.8,26.2,13.1
191,48,I,35850,23rd Ave & E Pine St,18,AM,0.8,0.4,12.2,14.1,7.1
191,48,I,35860,23rd Ave & E Union St,19,AM,1.3,0.8,12.7,23.7,13.9
191,48,I,12770,23rd Ave & E Cherry St,20,AM,0.4,1.6,11.7,6.9,27.6
191,48,I,12600,23rd Ave & E Jefferson St,21,AM,0.5,6.8,5.4,7.9,115.4
191,48,I,12630,23rd Ave S & E Yesler Way,22,AM,0.4,0.6,5.2,6.4,10.4
