serviceChangeNum,routeNum,direction,stopId,stopName,stopOrderNum,timeOfDay,tripBoardings,tripAlightings,departingLoad,dailyBoardings,dailyAlightings
211,674,I,28680,NW 100th Pl & 7th Ave NW,1,AM,1.2,0,1.2,38.7,1
211,674,I,40049,Holman Rd NW & Mary Ave NW,2,AM,0.7,0,1.8,21.5,1.3
211,674,I,13600,15th Ave NW & NW 85th St,3,AM,0.8,0.1,2.6,27,2
211,674,I,13620,15th Ave NW & NW 80th St,4,AM,0.4,0,2.9,11.6,0.5
211,674,I,13640,15th Ave NW & NW 75th St,5,AM,0.4,0,3.3,12.8,1.3
211,674,I,13660,15th Ave NW & NW 70th St,6,AM,0.5,0.1,3.7,14.8,1.6
211,674,I,13670,15th Ave NW & NW 65th St,7,AM,0.7,0.1,4.3,21.9,2.6
211,674,I,13700,15th Ave NW & NW 60th St,8,AM,0.7,0.1,4.9,22.5,3.2
211,674,I,13721,15th Ave NW & NW Market St,9,AM,2.1,0.7,6.4,68.2,21.1
211,674,I,13760,15th Ave NW & NW Leary Way,10,AM,0.8,0.4,6.7,23.9,12.1
211,674,I,13770,15th Ave W & W Emerson St,11,AM,0.3,0.4,6.6,8.7,10.9
211,674,I,13800,15th Ave W & W Dravus St,12,AM,1.1,0.2,7.5,34.9,7.5
211,674,I,13810,15th Ave W & W Armour St,13,AM,0.3,0,7.8,9.1,0.6
211,674,I,13830,15th Ave W & W Wheeler St,14,AM,0.3,0.1,7.9,7.8,3.4
211,674,I,13840,15th Ave W & W Armory Way,15,AM,0.5,0.4,8,15,13.7
211,674,I,13870,Elliott Ave W & W Galer St,16,AM,0.2,0.2,7.9,5.1,6.2
211,674,I,13890,Elliott Ave W & W Prospect St,17,AM,0.1,0.1,7.9,2.3,3.8
211,674,I,13910,W Mercer St & 3rd Ave W,18,AM,1.1,0.3,8.7,34.2,9
211,674,I,2672,Queen Anne Ave N & W Mercer St,19,AM,1.6,1.1,9.2,46.8,32.6
211,674,I,2200,Queen Anne Ave N & W John St,20,AM,0.6,0.4,9.4,17.9,12.4
211,674,I,2220,3rd Ave & Cedar St,21,AM,1,0.7,9.7,29.1,21.4
211,674,I,400,3rd Ave & Bell St,22,AM,0.5,0.9,9.3,14.3,25.3
211,674,I,420,3rd Ave & Virginia St,23,AM,0.2,1.8,7.8,6.1,49.9
211,674,I,431,3rd Ave & Pike St,24,AM,0.2,3,4.9,5.4,84.8
211,674,I,468,3rd Ave & Seneca St,25,AM,0.1,2.2,2.8,2.1,61.2
211,674,I,490,3rd Ave & Cherry St,26,AM,0,1.5,1.3,0.5,41.5
211,674,I,1710,Terrace St & 5th Ave,27,AM,0.9,2.2,0,24.3,60.6
211,674,O,1610,Prefontaine Pl S & Yesler Way,1,AM,2.5,0,2.5,60.4,0
211,674,O,538,3rd Ave & Columbia St,2,AM,1.3,0.1,3.7,31.9,2.2
211,674,O,558,3rd Ave & Seneca St,3,AM,2.3,0.1,5.9,55.6,3.1
211,674,O,578,3rd Ave & Pike St,4,AM,4.1,0.5,9.5,101.4,11.9
211,674,O,600,3rd Ave & Virginia St,5,AM,2.1,0.6,11,51.1,13.7
211,674,O,605,3rd Ave & Bell St,6,AM,1,0.6,11.3,23,15.5
211,674,O,1690,3rd Ave & Vine St,7,AM,0.5,1.1,10.7,12.7,27.1
